Ad_Post_Date,Ad_Views,Address,Agency,District,ID,Link,Price,Price_Unit,Property_Type,Seller,Seller_Contact,Seller_Email,Title
"Mar 11, 2022",141,Sanepa,City Realtors,Lalitpur,NH15984,https://www.nepalhomes.com/detail/furnished-apartment-for-sale-at-imperial-apartments-sanepa,5 Cr,NA,Apartment,City Realtors,9851182260,mail@cityrealtorsnp.com,"Furnished apartment for sale at Imperial Apartments, Sanepa"
"Mar 11, 2022",46,Hattisar,Fyafulla Real Estate Services,Kathmandu,NH15975,https://www.nepalhomes.com/detail/residential-land-on-sale-hattisar-kathmandu,1.35 Cr,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential land on sale Hattisar, Kathmandu"
"Mar 10, 2022",134,Budhanilkantha,Sara Sewa Private Limited,Kathmandu,NH15966,https://www.nepalhomes.com/detail/beautiful-land-for-sale-in-budhanilkantha-kathmandu,55 Lac,aana,Land,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"Beautiful land for sale in Budhanilkantha, Kathmandu"
"Mar 10, 2022",129,Tinkune,Nepal Home Search,Kathmandu,NH15970,https://www.nepalhomes.com/detail/semi-commercial-land-for-sale-at-subidhanagar-tinkune,95 Lac,aana,Land,Prakash Subba,9802070333,info@nepalhomesearch.com,"Semi commercial land for sale at Subidhanagar, Tinkune"
"Mar 10, 2022",327,Bansbari,Nepal Home Search,Kathmandu,NH15967,https://www.nepalhomes.com/detail/beautiful-old-house-for-sale-at-bansbari,6.25 Cr,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,Beautiful old house for sale at Bansbari
"Mar 11, 2022",286,Thapathali,Smart D Estate,Kathmandu,NH15972,https://www.nepalhomes.com/detail/flat-for-rent-in-thapathali-kathmandu,1.15 Lac,m,Flats,Prasanna Dharel,9861589682,info@smartdestate.com,"Flat for rent in Thapathali, Kathmandu"
"Mar 10, 2022",423,Baneshwor,Nepal Home Search,Kathmandu,NH15969,https://www.nepalhomes.com/detail/beautiful-land-for-sale-at-alok-nagar-baneshwor,65 Lac,aana,Land,Prakash Subba,9802070333,info@nepalhomesearch.com,"Beautiful land for sale at Alok Nagar, Baneshwor"
"Mar 11, 2022",161,Khusibu Town Planning,Smart D Estate,Kathmandu,NH15973,https://www.nepalhomes.com/detail/residential-land-on-sale-in-khusibu-town-planning,76 Lac,aana,Land,Prasanna Dharel,9861589682,info@smartdestate.com,"Residential land on sale in Khusibu, Town Planning"
"Mar 11, 2022",226,Bansbari,Nepal Home Search,Kathmandu,NH15974,https://www.nepalhomes.com/detail/attractive-house-for-sale-at-bansbari,6.25 Cr,NA,House,Prakash Subba,9802070333,info@nepalhomesearch.com,Attractive house for sale at Bansbari
"Mar 10, 2022",334,Bhangal,Sara Sewa Private Limited,Kathmandu,NH15965,https://www.nepalhomes.com/detail/residential-land-on-sale-in-bhangal-budhanilkantha,43 Lac,aana,Land,Unnati Khatiwada,9842341392,sarasewa43@gmail.com,"Residential land on sale in Bhangal, Budhanilkantha"
"Mar 10, 2022",135,Bouddha,Fyafulla Real Estate Services,Kathmandu,NH15962,https://www.nepalhomes.com/detail/residential-land-for-sale-in-lahure-tol-boudha,60 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential land for sale in Lahure tol, Boudha"
"Mar 9, 2022",209,Dhapasi,Ghar Jagga Bazar Realestate,Kathmandu,NH15954,https://www.nepalhomes.com/detail/residential-land-on-sale-in-dhapasi-indrapuri,55 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Residential land on sale in Dhapasi, Indrapuri"
"Mar 9, 2022",252,Gothatar,Ghar Jagga Bazar Realestate,Kathmandu,NH15956,https://www.nepalhomes.com/detail/land-on-sale-at-amar-singh-chowk-gothatar,37 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Land on sale at Amar Singh Chowk, Gothatar"
"Mar 10, 2022",95,Mahalaxmisthan,Nepal Real Estate Solution,Lalitpur,NH15960,https://www.nepalhomes.com/detail/house-for-rent-in-mahalaxmisthan-lalitpur,"75,000",m,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"House for rent in Mahalaxmisthan, Lalitpur"
"Mar 10, 2022",134,Godamchaur,G.P. Real Estate Services,Lalitpur,NH15961,https://www.nepalhomes.com/detail/booking-open-for-plotted-land-in-godamchaur-lalitpur,16.5 Lac,NA,Land,Pradip Karki,9860342444,realstategp46@gmail.com,"Booking open for plotted land in Godamchaur, Lalitpur"
"Mar 10, 2022",188,Chobhar,Nepal Home Search,Kathmandu,NH15963,https://www.nepalhomes.com/detail/few-plots-are-for-sale-at-chobhar-kirtipur,22 Lac,aana,Land,Prakash Subba,9802070333,info@nepalhomesearch.com,"Few plots are for sale at Chobhar, Kirtipur"
"Mar 9, 2022",160,Gatthaghar,Ghar Jagga Bazar Realestate,Bhaktapur,NH15953,https://www.nepalhomes.com/detail/semi-commercial-house-on-sale-at-gatthaghar,3.1 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Semi commercial house on sale at Gatthaghar
"Mar 10, 2022",133,Matatirtha,Nepal Home Search,Kathmandu,NH15964,https://www.nepalhomes.com/detail/few-plots-are-for-sale-at-matatirtha-chandragiri,18 Lac,aana,Land,Prakash Subba,9802070333,info@nepalhomesearch.com,"Few plots are for sale at Matatirtha, Chandragiri"
"Mar 9, 2022",74,Jhamsikhel,Smart D Estate,Lalitpur,NH15944,https://www.nepalhomes.com/detail/beautiful-apartment-on-rent-in-jhamsikhel-lalitpur,1.6 Lac,m,Apartment,Prasanna Dharel,9861589682,info@smartdestate.com,"Beautiful apartment on rent in Jhamsikhel, Lalitpur"
"Mar 9, 2022",160,Bauthali,Ghar Jagga Bazar Realestate,Kathmandu,NH15947,https://www.nepalhomes.com/detail/land-for-sale-at-bauthali-matatirtha,20 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Land for sale at Bauthali, Matatirtha"
"Mar 9, 2022",128,Pasikot,Fyafulla Real Estate Services,Kathmandu,NH15946,https://www.nepalhomes.com/detail/land-for-sale-in-pasikot-budhanilkantha,43 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Land for sale in Pasikot Budhanilkantha
"Mar 9, 2022",175,Budhanilkantha,Hajurko Ghar Bari,Kathmandu,NH15950,https://www.nepalhomes.com/detail/semi-furnished-house-for-sale-in-fulbari-budhanilkantha,7 Cr,NA,House,Kedar Ghising,9840872228,Hajurkogharbari@gmail.com,"Semi furnished house for sale in Fulbari, Budhanilkantha"
"Mar 9, 2022",168,Golfutar,Ghar Jagga Bazar Realestate,Kathmandu,NH15949,https://www.nepalhomes.com/detail/bungalow-house-for-sale-at-golfutar,3.15 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Bungalow house for sale at Golfutar
"Mar 9, 2022",144,Kalanki,Ghar Jagga Bazar Realestate,Kathmandu,NH15951,https://www.nepalhomes.com/detail/residential-house-on-sale-in-kalanki,3.2 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Residential house on sale in Kalanki
"Mar 9, 2022",679,Putalisadak,GB Access Point,Kathmandu,NH15952,https://www.nepalhomes.com/detail/residential-house-for-sale-at-new-plaza-road-putalisadak,8.5 Cr,NA,House,Bishal Tuladhar,9813868841,bishal@gbaccesspoint.com,"Residential house for sale at New Plaza Road, Putalisadak"
"Mar 8, 2022",179,Kapan,Reshu,Kathmandu,NH15933,https://www.nepalhomes.com/detail/house-for-sale-near-milan-chowk-kapan,2.95 Cr,NA,House,,980-1189696,iamreshu5@gmail.com,"House for sale near Milan Chowk, Kapan"
"Mar 8, 2022",179,Sukedhara,Lucky Housing and Real Estate,Kathmandu,NH15932,https://www.nepalhomes.com/detail/residential-house-for-sale-near-sukedhara,2.25 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,Residential house for sale near Sukedhara
"Mar 8, 2022",420,Pasikot,Nepalhomes,Kathmandu,NH15941,https://www.nepalhomes.com/detail/house-on-urgent-sale-at-pasikot-budhanilkantha,3.3 Cr,NA,House,,980-1189696,admin@nepalhomes.com,"House on urgent sale at Pasikot, Budhanilkantha"
"Mar 8, 2022",213,Ramkot,Nepal Bhoomi Real Estate Agency,Kathmandu,NH15937,https://www.nepalhomes.com/detail/residential-land-on-sale-in-ramkot-dadapauwa,25 Lac,aana,Land,Suresh Tamang,9818783518,info@nepalbhoomi.com,"Residential land on sale in Ramkot, Dadapauwa"
"Mar 9, 2022",59,New Road,Smart D Estate,Kathmandu,NH15943,https://www.nepalhomes.com/detail/commercial-house-for-rent-in-khichapokhari-kathmandu,1.5 Lac,m,House,Prasanna Dharel,9861589682,info@smartdestate.com,"Commercial house for rent in Khichapokhari, Kathmandu"
"Mar 8, 2022",93,Tokha,Fyafulla Real Estate Services,Kathmandu,NH15938,https://www.nepalhomes.com/detail/residential-land-on-sale-in-tokha,32 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Residential land on sale in Tokha
"Mar 8, 2022",121,Rudreshwor,Hajurko Ghar Bari,Kathmandu,NH15934,https://www.nepalhomes.com/detail/luxurious-house-for-sale-in-budhanilkantha-rudreshwor,5.75 Cr,NA,House,Kedar Ghising,9840872228,Hajurkogharbari@gmail.com,"Luxurious house for sale in Budhanilkantha, Rudreshwor"
"Mar 8, 2022",206,Hattiban,amit gupta,Lalitpur,NH15942,https://www.nepalhomes.com/detail/land-on-sale-in-hatiban,47 Lac,aana,Land,,980-1189696,guptaaaamit10@gmail.com,Land on sale in Hatiban
"Mar 6, 2022",151,Pasikot,Ghar Jagga Bazar Realestate,Kathmandu,NH15913,https://www.nepalhomes.com/detail/modern-house-for-sale-at-pasikot,3.35 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Modern house for sale at Pasikot
"Mar 7, 2022",264,Tinthana,Deepak Bhandari,Kathmandu,NH15918,https://www.nepalhomes.com/detail/house-for-rent-at-tinthana-chandragiri,50,sq. ft.,House,,9851203016,deepak.eemc@gmail.com,"House for Rent at Tinthana, Chandragiri"
"Mar 7, 2022",138,Chapali,Nepal Bhoomi Real Estate Agency,Kathmandu,NH15920,https://www.nepalhomes.com/detail/furnished-bungalow-for-rent-in-chapali-bhadrabasti,"95,000",m,House,Suresh Tamang,9818783518,info@nepalbhoomi.com,"Furnished bungalow for rent in Chapali, Bhadrabasti"
"Mar 6, 2022",564,Lainchaur,Fyafulla Real Estate Services,Kathmandu,NH15912,https://www.nepalhomes.com/detail/apartment-on-rent-in-lainchaur-kathmandu,"20,000",m,Apartment,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Apartment on rent in Lainchaur, Kathmandu"
"Mar 7, 2022",165,Tripureshwor,Smart D Estate,Kathmandu,NH15921,https://www.nepalhomes.com/detail/office-space-for-rent-at-tripureshwor,1.4 Lac,m,Office Space,Prasanna Dharel,9861589682,info@smartdestate.com,Office space for rent at Tripureshwor
"Mar 7, 2022",140,Lazimpat,Property 360 Nepal,Kathmandu,NH15923,https://www.nepalhomes.com/detail/land-on-sale-with-house-at-lazimpat,7.25 Cr,NA,Land,Samiksha Pradhan,9802600333,home@property360.com.np,Land on sale with house at Lazimpat
"Mar 6, 2022",249,Budhanilkantha,Hajurko Ghar Bari,Kathmandu,NH15914,https://www.nepalhomes.com/detail/fully-furnished-house-for-sale-in-budhanilkantha,6.75 Cr,NA,House,Kedar Ghising,9840872228,Hajurkogharbari@gmail.com,Fully furnished house for sale in Budhanilkantha
"Mar 7, 2022",126,Bishalnagar,Property 360 Nepal,Kathmandu,NH15922,https://www.nepalhomes.com/detail/bungalow-for-sale-at-bishalnagar,10 Cr,NA,House,Samiksha Pradhan,9802600333,home@property360.com.np,Bungalow for sale at Bishalnagar
"Mar 4, 2022",94,Nepaltar,Buddham Real Estate,Kathmandu,NH15898,https://www.nepalhomes.com/detail/residential-house-for-sale-at-nepaltar,2.1 Cr,NA,House,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,Residential house for sale at Nepaltar
"Mar 4, 2022",140,Gurjudhara,Buddham Real Estate,Kathmandu,NH15897,https://www.nepalhomes.com/detail/plotted-land-on-sale-at-gurjudhara,36 Lac,aana,Land,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,Plotted land on sale at Gurjudhara
"Mar 6, 2022",350,Hattiban,Ghar Jagga Bazar Realestate,Lalitpur,NH15911,https://www.nepalhomes.com/detail/apartment-for-rent-in-cityscape-apartment-hattiban,"70,000",m,Apartment,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Apartment for rent in Cityscape Apartment, Hattiban"
"Mar 6, 2022",17,Harisiddhi,Keshar Lamichhane,Lalitpur,NH15903,https://www.nepalhomes.com/detail/residential-house-on-sale-at-harishiddhi,3 Cr,NA,House,,980-1189696,keshav.magar906@gmail.com,Residential house on sale at Harishiddhi
"Mar 6, 2022",1.1k,Deuwa Niwas,Nepalhomes,Kathmandu,NH15907,https://www.nepalhomes.com/detail/booking-open-for-luxurious-house-at-madhuban-homes-budhanilkantha,4.15 Cr,NA,House,,980-1189696,admin@nepalhomes.com,"Booking open for luxurious house at Madhuban Homes, Budhanilkantha"
"Mar 6, 2022",168,Samakhusi,Nepal Real Estate Solution,Kathmandu,NH15906,https://www.nepalhomes.com/detail/apartment-on-rent-in-samakhusi-kathmandu,"75,000",m,Apartment,Gopal Barudi,9851169909,info@realestateinnepal.com,"Apartment on rent in Samakhusi, Kathmandu"
"Mar 4, 2022",81,Thankot,Buddham Real Estate,Kathmandu,NH15896,https://www.nepalhomes.com/detail/brand-new-house-on-sale-at-checkpost-chandragiri,2.6 Cr,NA,House,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,"Brand new house on sale at Checkpost, Chandragiri"
"Mar 6, 2022",202,Budhanilkantha,Ghar Jagga Bazar Realestate,Kathmandu,NH15910,https://www.nepalhomes.com/detail/brand-new-residential-bungalow-house-on-sale-in-budhanilkantha,17.5 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Brand new residential bungalow house on sale in Budhanilkantha
"Mar 4, 2022",93,Narayanthan,Bidhata Singh,Kathmandu,NH15884,https://www.nepalhomes.com/detail/land-for-sale-in-narayanthan-budhanilkantha,2.1 Cr,NA,Land,,980-1189696,vdhatasingh@gmail.com,"Land for sale in Narayanthan, Budhanilkantha"
"Mar 4, 2022",126,Budhanilkantha,Lucky Housing and Real Estate,Kathmandu,NH15885,https://www.nepalhomes.com/detail/residential-house-for-sale-in-budhanilkantha-kathmandu-NH15885,3.35 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Residential house for sale in Budhanilkantha, Kathmandu"
"Mar 4, 2022",81,Setipakha,Prabhakar Shrestha,Lalitpur,NH15892,https://www.nepalhomes.com/detail/house-on-sale-at-setipakha,3.1 Cr,NA,House,,980-1189696,shrestha.prabhakar99@gmail.com,House on sale at Setipakha
"Mar 4, 2022",232,Imadol,Ghar Jagga Bazar Realestate,Lalitpur,NH15891,https://www.nepalhomes.com/detail/residential-land-on-sale-in-shital-height-imadol,42 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Residential land on sale in Shital Height, Imadol"
"Mar 4, 2022",272,Ekatabasti,GB Access Point,Kathmandu,NH15890,https://www.nepalhomes.com/detail/residential-house-for-sale-near-akasedhara-petrol-pump-ekatabasti,1.6 Cr,NA,House,Bishal Tuladhar,9813868841,bishal@gbaccesspoint.com,"Residential house for sale near Akasedhara Petrol Pump, Ekatabasti"
"Mar 4, 2022",93,Chandragiri,Buddham Real Estate,Kathmandu,NH15895,https://www.nepalhomes.com/detail/commercial-land-for-sale-at-chandragiri,43 Lac,aana,Land,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,Commercial land for sale at Chandragiri
"Mar 4, 2022",90,Manigram,Dhruba Sharma,Rupandehi,NH15893,https://www.nepalhomes.com/detail/modern-house-for-sale-at-manigram-tilottama,2.3 Cr,NA,House,,9857018135,lumbinipalaceresort@gmail.com,"Modern house for sale at Manigram, Tilottama"
"Mar 3, 2022",114,Sorhakhutte,Shrijan Bir Malakar,Kathmandu,NH15883,https://www.nepalhomes.com/detail/commercial-house-for-sale-at-sorhakhutte,4.5 Cr,NA,House,,980-1189696,xivee09@gmail.com,Commercial house for sale at Sorhakhutte
"Mar 4, 2022",62,Thankot,Buddham Real Estate,Kathmandu,NH15894,https://www.nepalhomes.com/detail/residential-land-for-sale-in-thankot,21.5 Lac,aana,Land,Ramesh Khanal,9860326313,buddhamrealestate@gmail.com,Residential land for sale in Thankot
"Mar 2, 2022",162,Banasthali,Pragesh Maharjan,Kathmandu,NH15873,https://www.nepalhomes.com/detail/restaurant-for-sale-in-banasthali-kharibot,8 Lac,NA,Shop Space,,980-1189696,prageshmaharjan4@gmail.com,"Restaurant for sale in Banasthali, Kharibot"
"Mar 2, 2022",68,Budhanilkantha,Fyafulla Real Estate Services,Kathmandu,NH15871,https://www.nepalhomes.com/detail/attractive-land-on-sale-in-budhanilkantha-kathmandu,48 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Attractive land on sale in Budhanilkantha, Kathmandu"
"Mar 2, 2022",636,Naya Bazar,Fyafulla Real Estate Services,Kathmandu,NH15872,https://www.nepalhomes.com/detail/residential-flat-on-rent-in-nayabazar-khusibu,"25,000",NA,Flats,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential flat on rent in Nayabazar, Khusibu"
"Mar 3, 2022",206,Budhanilkantha,Fyafulla Real Estate Services,Kathmandu,NH15875,https://www.nepalhomes.com/detail/beautiful-house-for-rent-in-budhanilkantha,1.1 Lac,m,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,Beautiful house for rent in Budhanilkantha
"Mar 3, 2022",88,Thado Dhunga,Kathmandu Realtors,Lalitpur,NH15877,https://www.nepalhomes.com/detail/furnished-bungalow-for-rent-at-thado-dhunga-lalitpur,1.8 Lac,m,House,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,"Furnished bungalow for rent at Thado Dhunga, Lalitpur"
"Mar 3, 2022",100,Lazimpat,Kathmandu Realtors,Kathmandu,NH15876,https://www.nepalhomes.com/detail/semi-commercial-land-for-sale-at-lazimpat,98 Lac,aana,Land,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,Semi commercial land for sale at Lazimpat
"Mar 2, 2022",48,Bagdol,Kathmandu Realtors,Lalitpur,NH15870,https://www.nepalhomes.com/detail/semi-commercial-land-on-sale-at-bagdol,80 Lac,aana,Land,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,Semi commercial land on sale at Bagdol
"Mar 3, 2022",84,Bhaisepati,Kathmandu Realtors,Lalitpur,NH15879,https://www.nepalhomes.com/detail/full-furnished-house-on-rent-at-bhaisepati-lalitpur-NH15879,1.4 Lac,m,House,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,"Full furnished house on rent at Bhaisepati, Lalitpur"
"Mar 2, 2022",69,Gorkarneshwor,Ghar Jagga Bazar Realestate,Kathmandu,NH15859,https://www.nepalhomes.com/detail/residential-land-on-sale-in-gokarneshwor-kathmandu,26 Lac,aana,Land,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,"Residential land on sale in Gokarneshwor, Kathmandu"
"Mar 2, 2022",249,Budhanilkantha,Lucky Housing and Real Estate,Kathmandu,NH15858,https://www.nepalhomes.com/detail/residential-house-on-sale-in-budhanilkantha-kathmandu,1.85 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Residential house on sale in Budhanilkantha, Kathmandu"
"Mar 2, 2022",257,Imadol,G.P. Real Estate Services,Lalitpur,NH15864,https://www.nepalhomes.com/detail/residential-house-for-sale-near-buddha-party-palace-imadol,1.45 Cr,NA,House,Pradip Karki,9860342444,realstategp46@gmail.com,"Residential house for sale near Buddha Party Palace, Imadol"
"Mar 2, 2022",79,Lazimpat,Kathmandu Realtors,Kathmandu,NH15868,https://www.nepalhomes.com/detail/full-furnished-apartment-for-rent-at-lazimpat-NH15868,1.3 Lac,m,Apartment,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,Full furnished apartment for rent at Lazimpat
"Mar 2, 2022",280,Gyaneshwor,Nepal Real Estate Solution,Kathmandu,NH15863,https://www.nepalhomes.com/detail/fully-furnished-house-for-rent-in-gyaneshwor-kathmandu,1.4 Lac,m,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Fully furnished house for rent in Gyaneshwor, Kathmandu"
"Mar 2, 2022",148,Kupandole,Kathmandu Realtors,Lalitpur,NH15869,https://www.nepalhomes.com/detail/commercial-land-for-sale-at-kupandole,1.3 Cr,aana,Land,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,Commercial land for sale at Kupandole
"Mar 2, 2022",220,Kapurdhara,Fyafulla Real Estate Services,Kathmandu,NH15856,https://www.nepalhomes.com/detail/residential-land-on-sale-in-kapurdhara-chowk-kathmandu,57 Lac,aana,Land,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Residential land on sale in Kapurdhara Chowk, Kathmandu"
"Mar 2, 2022",220,Imadol,Nearme Nepal,Lalitpur,NH15865,https://www.nepalhomes.com/detail/beautiful-house-for-sale-in-tempo-park-imadol,3.45 Cr,NA,House,MIlan Jung Thapa,9819793696,nearmenepal99@gmail.com,"Beautiful house for sale in Tempo Park, Imadol"
"Feb 28, 2022",139,Bhaisepati,Nepal Real Estate Solution,Lalitpur,NH15846,https://www.nepalhomes.com/detail/semi-furnished-house-for-sale-in-bhaisepati-lalitpur,4.4 Cr,NA,House,Gopal Barudi,9851169909,info@realestateinnepal.com,"Semi furnished house for sale in Bhaisepati, Lalitpur"
"Feb 28, 2022",215,Khadpu,Grihasti Real Estate,Kavrepalanchok,NH15848,https://www.nepalhomes.com/detail/house-on-sale-at-khadpu-dhulikhel,1.45 Cr,NA,House,Ojesh Pradhan,9851273381,grihasti.nepal@gmail.com,"House on sale at Khadpu, Dhulikhel"
"Feb 28, 2022",244,28 Kilo,Grihasti Real Estate,Kavrepalanchok,NH15850,https://www.nepalhomes.com/detail/land-for-sale-in-28-kilo-dhulikhel,17 Lac,aana,Land,Ojesh Pradhan,9851273381,grihasti.nepal@gmail.com,"Land for sale in 28 Kilo, Dhulikhel"
"Mar 2, 2022",129,Nil Barahi Mandir,Sachin Rajbahak,Bhaktapur,NH15853,https://www.nepalhomes.com/detail/land-on-sale-near-adbl-training-centre-thimi,20 Lac,aana,Land,,980-1189696,sachinrajbahak13@gmail.com,"Land on sale near ADBL Training Centre, Thimi"
"Feb 28, 2022",161,Sanepa,Nepal Real Estate Solution,Lalitpur,NH15847,https://www.nepalhomes.com/detail/luxurious-apartment-on-rent-in-sanepa-lalitpur,1.08 Lac,m,Apartment,Gopal Barudi,9851169909,info@realestateinnepal.com,"Luxurious apartment on rent in Sanepa, Lalitpur"
"Feb 28, 2022",754,Dahachowk,Ghar Jagga Bazar Realestate,Kathmandu,NH15852,https://www.nepalhomes.com/detail/residential-house-for-sale-at-dahachowk,1.75 Cr,NA,House,Avinish Bantawa,9818909311,gharjaggabazar@gmail.com,Residential house for sale at Dahachowk
"Mar 2, 2022",881,Naya Bazar,Fyafulla Real Estate Services,Kathmandu,NH15854,https://www.nepalhomes.com/detail/beautiful-house-on-sale-in-nayabazar-khusibu,7.75 Cr,NA,House,Tul Bahadur Tamang,9851132469,info@fyafullaa.com,"Beautiful house on sale in Nayabazar, Khusibu"
"Feb 28, 2022",117,New Baneshwor,Suraj Dangi,Kathmandu,NH15836,https://www.nepalhomes.com/detail/commercial-flat-on-rent-at-new-baneshwor,"40,000",m,Flats,,980-1189696,karinashrestha@hotmail.com,Commercial flat on rent at New Baneshwor
"Feb 28, 2022",144,Jamal,Smart D Estate,Kathmandu,NH15837,https://www.nepalhomes.com/detail/office-space-on-rent-in-jamal-kathmandu,1.5 Lac,m,Office Space,Prasanna Dharel,9861589682,info@smartdestate.com,"Office space on rent in Jamal, Kathmandu"
"Feb 28, 2022",99,Budhanilkantha,Lucky Housing and Real Estate,Kathmandu,NH15838,https://www.nepalhomes.com/detail/attractive-house-on-sale-in-budhanilkantha-kathmandu-NH15838,3.95 Cr,NA,House,Uddhav Sedhain,9823013235,support@nepalhomes.com,"Attractive house on sale in Budhanilkantha, Kathmandu"
"Feb 28, 2022",323,Imadol,Nearme Nepal,Lalitpur,NH15841,https://www.nepalhomes.com/detail/brand-new-house-on-sale-near-tempo-park-imadol,3.6 Cr,NA,House,MIlan Jung Thapa,9819793696,nearmenepal99@gmail.com,"Brand new house on sale near Tempo Park, Imadol"
"Feb 28, 2022",1.6k,Budhanilkantha,Nearme Nepal,Kathmandu,NH15840,https://www.nepalhomes.com/detail/attractive-house-on-sale-at-budhanilkantha,7.5 Cr,NA,House,MIlan Jung Thapa,9819793696,nearmenepal99@gmail.com,Attractive house on sale at Budhanilkantha
"Feb 28, 2022",205,Imadol,Nearme Nepal,Lalitpur,NH15842,https://www.nepalhomes.com/detail/residential-land-on-sale-at-imadol,39 Lac,aana,Land,MIlan Jung Thapa,9819793696,nearmenepal99@gmail.com,Residential land on sale at Imadol
"Feb 28, 2022",88,Bhaisepati,Nepal Real Estate Solution,Lalitpur,NH15844,https://www.nepalhomes.com/detail/land-on-sale-near-medicity-hospital-bhaisepati,62 Lac,aana,Land,Gopal Barudi,9851169909,info@realestateinnepal.com,"Land on sale near Medicity Hospital, Bhaisepati"
"Feb 28, 2022",81,Thali,Nearme Nepal,Kathmandu,NH15845,https://www.nepalhomes.com/detail/plotted-land-on-sale-at-thali,26 Lac,aana,Land,MIlan Jung Thapa,9819793696,nearmenepal99@gmail.com,Plotted land on sale at Thali
"Feb 28, 2022",121,Banepa,Nepal Bhoomi Real Estate Agency,Kavrepalanchok,NH15835,https://www.nepalhomes.com/detail/office-space-on-rent-in-banepa,"35,000",m,Office Space,Suresh Tamang,9818783518,info@nepalbhoomi.com,Office space on rent in Banepa
"Feb 27, 2022",419,Hattiban,G.P. Real Estate Services,Lalitpur,NH15827,https://www.nepalhomes.com/detail/booking-open-for-plotted-land-in-hattiban-lalitpur,40.5 Lac,aana,Land,Pradip Karki,9860342444,realstategp46@gmail.com,"Booking open for plotted land in Hattiban, Lalitpur"
"Feb 27, 2022",196,New Road,Nepal Overseas,Kathmandu,NH15830,https://www.nepalhomes.com/detail/commercial-house-for-sale-at-khichapokhari-newroad,2.25 Cr,NA,House,,9801244013,finance.nom@nepaloverseas.com,"Commercial house for sale at Khichapokhari, Newroad"
"Feb 27, 2022",144,Harisiddhi,G.P. Real Estate Services,Lalitpur,NH15826,https://www.nepalhomes.com/detail/residential-land-on-sale-at-harishiddhi-lalitpur-NH15826,34 Lac,aana,Land,Pradip Karki,9860342444,realstategp46@gmail.com,"Residential land on sale at Harishiddhi, Lalitpur"
"Feb 27, 2022",94,Pulchowk,Kathmandu Realtors,Lalitpur,NH15829,https://www.nepalhomes.com/detail/spacious-bungalow-for-rent-at-pulchowk,10 Lac,m,House,Bhuvanesh Jha,9801000155,mail@kathmandurealtors.com,Spacious Bungalow for rent at Pulchowk
"Feb 27, 2022",93,Sanepa,City Realtors,Lalitpur,NH15828,https://www.nepalhomes.com/detail/furnished-apartment-for-rent-at-imperial-apartments-sanepa,1.6 Lac,m,Apartment,City Realtors,9851182260,mail@cityrealtorsnp.com,"Furnished apartment for rent at Imperial Apartments, Sanepa"
